match_id,split,stable_hash,stratum,competition_gender,time_band,match_year,match_date,competition_name,season_name,primary_passes,primary_successes,primary_failures,primary_failure_rate,strict_passes,strict_successes,strict_failures,strict_failure_rate
68327,test,eca0701860a93fc3118b6a43277f1988676d4368d8ef8c7b7b5bfcba1421bf3d,male|T0,male,0,2006,2006-09-09,La Liga,2006/2007,980,795,185,0.1887755102040816,496,421,75,0.1512096774193548
69175,test,e3a2d40a82ad387d124dd90c7e6050a7bb2c2e1fa84169e17fba70733181d037,male|T0,male,0,2007,2007-03-31,La Liga,2006/2007,801,655,146,0.1822721598002497,355,304,51,0.1436619718309859
69159,test,e75b03ba5ae30b498a54170e19dba3d385127fec06abbc1f7d23879edc692207,male|T0,male,0,2007,2007-04-15,La Liga,2006/2007,877,703,174,0.1984036488027366,427,350,77,0.180327868852459
68358,test,e17fa7af4a68dd8b624b186dfbcfe3435bb6ad6effba7b595528de7d952a1507,male|T0,male,0,2008,2008-04-12,La Liga,2007/2008,797,602,195,0.2446675031367628,301,234,67,0.2225913621262458
68366,test,ecea9ca02c407a1b61a9745423637c1199fc843a15294d45d0173745d28bd91d,male|T0,male,0,2008,2008-05-11,La Liga,2007/2008,870,716,154,0.1770114942528735,464,395,69,0.1487068965517241
69207,test,f3d5c48aa1b0a6c545add664d8909d0ffb8e1b124a3c2f7cc9c8c39eebfc5a78,male|T0,male,0,2008,2008-09-24,La Liga,2008/2009,837,674,163,0.1947431302270011,375,309,66,0.176
69285,test,f25a41f1784a148481cbc2411df8260183b3d54c5efa0b60e0e3c51d7f4cd1d5,male|T0,male,0,2008,2008-11-16,La Liga,2008/2009,791,619,172,0.2174462705436156,398,309,89,0.2236180904522613
69185,test,e4bd29443ce1bfb7bce43a8d1100393a03b2a7cbbd798be3ee7ff8a82caccb80,male|T0,male,0,2009,2009-03-01,La Liga,2008/2009,781,606,175,0.2240717029449423,416,342,74,0.1778846153846154
69222,test,e432f8fb8625562f87d767211d1dd1bf5442d1e96e9d35dfaa6ab1a286601e58,male|T0,male,0,2009,2009-04-11,La Liga,2008/2009,850,678,172,0.2023529411764706,487,420,67,0.1375770020533881
69223,test,e7ecff05eba11937644ec721c6ca547fe1094e8ab33e3cdae3285cdff905fae5,male|T0,male,0,2009,2009-04-18,La Liga,2008/2009,940,771,169,0.1797872340425532,567,471,96,0.1693121693121693
69255,test,f6a1357638b50d4178b8434a0553c646c8759631b9cc3b9ac311df6ceef572b1,male|T0,male,0,2009,2009-09-26,La Liga,2009/2010,808,655,153,0.1893564356435643,430,359,71,0.1651162790697674
69257,test,f3f2c958eb631594043270b4558d8a5f9d89a57fe7151568fe23b2feb2be9799,male|T0,male,0,2010,2010-03-24,La Liga,2009/2010,881,672,209,0.2372304199772985,350,271,79,0.2257142857142857
69259,test,ebfb12d485f2103ad7cd06ff14f8a92e8616f35b5f51e1de50f538382bd65485,male|T0,male,0,2010,2010-04-10,La Liga,2009/2010,872,692,180,0.2064220183486238,461,369,92,0.1995661605206073
69239,test,eecc7fd04450d0294e7afb16ce4b103e6b137d74b68918cc0dd1e307d05fa4dd,male|T0,male,0,2010,2010-05-08,La Liga,2009/2010,899,747,152,0.1690767519466073,415,355,60,0.144578313253012
69234,test,f1c930c74c421f841035fda7a4778b10bb8bcf61626d240d11a4955c66902404,male|T0,male,0,2011,2011-05-08,La Liga,2010/2011,1091,907,184,0.1686526122823098,581,498,83,0.1428571428571428
69293,test,ed72e64fa8c59ba72ea712289dd3540dc2096c55b765b281a709ccba05e205f9,male|T0,male,0,2011,2011-10-15,La Liga,2011/2012,1171,1027,144,0.1229718189581554,547,472,75,0.1371115173674588
69318,test,f9449db655c9561c68d6e861dd65bc386e9e519bd90cbac04e487ba499641754,male|T0,male,0,2011,2011-10-25,La Liga,2011/2012,1077,913,164,0.1522748375116063,418,354,64,0.1531100478468899
69333,test,f7b3d2e3af12a874e46fd10f0c6ac35ad59451dd5f517263312653c07df9c63f,male|T0,male,0,2011,2011-12-03,La Liga,2011/2012,982,820,162,0.164969450101833,544,465,79,0.1452205882352941
69327,test,fc0ce40eebd33caee64b2c6ea5b149fd068a1be8a2631eeff59dd6106f74cc64,male|T0,male,0,2012,2012-01-15,La Liga,2011/2012,1046,884,162,0.1548757170172084,503,428,75,0.1491053677932405
69335,test,ee83adcf5345eda801e4855b00660e85d14b88fd178889ab11e85dcad5b9020a,male|T0,male,0,2012,2012-01-22,La Liga,2011/2012,1162,1000,162,0.1394148020654044,597,527,70,0.117252931323283
69336,test,e0bf2223a9751b9b863ec16fdbdcbcf902f0538189e1398786a8ba5b9b119c91,male|T0,male,0,2012,2012-02-11,La Liga,2011/2012,849,593,256,0.3015312131919905,429,324,105,0.2447552447552447
70304,test,e49b11c723ad447add88da09d818056c70d6143b1f55668f68548996d67a0aa6,male|T0,male,0,2012,2012-10-20,La Liga,2012/2013,1114,979,135,0.1211849192100538,615,544,71,0.1154471544715447
266420,test,f02b49d93eb505bde43c1184ccb6801a2a8e6d7a7ddac6d700fd5b34b4d9f811,male|T0,male,0,2013,2013-09-28,La Liga,2013/2014,1028,867,161,0.1566147859922179,417,359,58,0.1390887290167865
266491,test,f0107d2136f697fe38438646a0ccf93446a8dbef8bc7e355370a37aa349654c2,male|T0,male,0,2014,2014-05-03,La Liga,2013/2014,951,788,163,0.1713985278654048,466,400,66,0.1416309012875536
267561,test,eb1a0c522c76aef091d211d1513bbc3fc515f525a0f48735a55b3476dadf20fc,male|T0,male,0,2014,2014-10-04,La Liga,2014/2015,781,625,156,0.1997439180537772,418,346,72,0.1722488038277512
266741,test,f5a23c5c520cc158283d2471d266df0862ea79cc1546095c258172d0c46f14ba,male|T0,male,0,2015,2015-02-15,La Liga,2014/2015,985,825,160,0.1624365482233502,522,448,74,0.1417624521072797
266967,test,eb17737bc1d63641a9af28de536116cb7f9a2652bb78a3d647da505bcd94c6c5,male|T0,male,0,2015,2015-03-14,La Liga,2014/2015,1018,825,193,0.1895874263261296,611,496,115,0.188216039279869
265963,test,f341eb6d1612790cc0ae1305ad16915d2ab8b536da3597a27354856d66f74721,male|T0,male,0,2015,2015-04-28,La Liga,2014/2015,1029,895,134,0.13022351797862,636,556,80,0.1257861635220125
3754078,test,ede4dfb9c49bed001863682c77dee7c6bfcd8fd23978b4d97d0aeefbc78a41ac,male|T0,male,0,2015,2015-08-08,Premier League,2015/2016,825,641,184,0.223030303030303,448,366,82,0.1830357142857142
3754300,test,f15e958c35f40e5c845ecac51d6741031cf7ed93964a305d74e8038150958a69,male|T0,male,0,2015,2015-08-08,Premier League,2015/2016,894,677,217,0.2427293064876957,521,409,112,0.2149712092130518
3829415,test,eec4c645aa3f1138e74be660b4ee0743f904bdce6658b70e1cb0e01a07c64030,male|T0,male,0,2015,2015-08-08,Ligue 1,2015/2016,741,543,198,0.2672064777327935,364,291,73,0.2005494505494505
3753985,test,f63aea0b8c49483c8d6d355552491024e9cbab230861bc6e11db55db205c4671,male|T0,male,0,2015,2015-08-09,Premier League,2015/2016,901,685,216,0.2397336293007769,500,407,93,0.186
3753993,test,fb40e7b49fecf9092873031e6c0fad9ee4bfbebb1426197118411e2914e85467,male|T0,male,0,2015,2015-08-15,Premier League,2015/2016,913,673,240,0.2628696604600219,425,316,109,0.2564705882352941
3754267,test,e536a3c7ce22552c2bbd1be3a3b6ca348ad0e49f87e5e61ec1086730cf055ba5,male|T0,male,0,2015,2015-08-15,Premier League,2015/2016,831,619,212,0.2551143200962695,437,358,79,0.1807780320366132
3829428,test,e7bd193dc8b81e7ea86b063e4d6ff46655d81d88562ca9e634a6d78d1676015e,male|T0,male,0,2015,2015-08-15,Ligue 1,2015/2016,988,749,239,0.2419028340080971,602,477,125,0.207641196013289
3825562,test,e170f3aedb4e000f97ce020e6d17576337b8e295bf7de4d9100386e7702e515c,male|T0,male,0,2015,2015-08-21,La Liga,2015/2016,657,496,161,0.2450532724505327,309,252,57,0.1844660194174757
3754131,test,f48d32a73ed2a6e6d2e4b4a6b59cfc3c69905603c82efe782d3086fd95a3f795,male|T0,male,0,2015,2015-08-22,Premier League,2015/2016,808,584,224,0.2772277227722772,427,322,105,0.2459016393442623
3829435,test,f7278e07d2c72279951533260dded9ca9218576f169a7442d1d4d1a4a40508e8,male|T0,male,0,2015,2015-08-22,Ligue 1,2015/2016,879,735,144,0.1638225255972696,412,362,50,0.1213592233009708
3825567,test,fdd48e388695a9f1a738f24a35abaa7cdf31da53667bb36976c4e55530d5f433,male|T0,male,0,2015,2015-08-23,La Liga,2015/2016,958,743,215,0.2244258872651357,494,390,104,0.2105263157894736
3829440,test,f120ba8f62f768e4fda5e6cc9d427acef591145d38e6cdc934a871a1f544148a,male|T0,male,0,2015,2015-08-23,Ligue 1,2015/2016,881,683,198,0.2247446083995459,572,464,108,0.1888111888111888
3754129,test,fe26c30f0551ef81ecc92fbde0f1dc238d2f40069915e64db6f537a350d67e06,male|T0,male,0,2015,2015-08-24,Premier League,2015/2016,1015,801,214,0.2108374384236453,540,432,108,0.2
267422,test,e6eb08e0d3f031a3d8f40c3c65c5eb58c09363d8583d34fa233152d22fb223a3,male|T0,male,0,2015,2015-08-29,La Liga,2015/2016,851,684,167,0.1962397179788484,404,329,75,0.1856435643564356
3754007,test,f531a6811106b129bdb23d18b30f134842c615a80dc9641b14104fea282d42dc,male|T0,male,0,2015,2015-08-29,Premier League,2015/2016,911,756,155,0.1701427003293084,451,390,61,0.1352549889135255
3825578,test,fea0ecf1d70e211be881ec59703858c3be1881661b4ab1e2eab80c303400b307,male|T0,male,0,2015,2015-08-30,La Liga,2015/2016,853,611,242,0.283704572098476,482,352,130,0.2697095435684647
3825579,test,e8d236d570c096c4ef0a992eb5084696d30789e8e6a927b1a845816a16cb4bce,male|T0,male,0,2015,2015-08-30,La Liga,2015/2016,783,613,170,0.2171136653895274,454,372,82,0.1806167400881057
3878555,test,e711207d149f60b1cb5684f6e2821b9be535c9280ab5ade9be67c8a6b496fa14,male|T0,male,0,2015,2015-08-30,Serie A,2015/2016,889,735,154,0.1732283464566929,459,401,58,0.1263616557734204
3754148,test,e1dc92445a44c44d2cbc4bac68d4e451a58a0140b78cbd52e474c8ad9a430874,male|T1,male,1,2015,2015-09-13,Premier League,2015/2016,718,526,192,0.2674094707520891,309,237,72,0.233009708737864
3829460,test,f652fa825b59accee018841a7f4d401488fcb47668a97b8f5e8ba76f407c9a69,male|T1,male,1,2015,2015-09-13,Ligue 1,2015/2016,843,662,181,0.2147093712930012,504,417,87,0.1726190476190476
3878597,test,ef60c806180954283d075fd95b6cc78258039e909c80ac9d339bb1913824f16c,male|T1,male,1,2015,2015-09-13,Serie A,2015/2016,1010,816,194,0.192079207920792,490,417,73,0.1489795918367347
3878600,test,e950e13cf9375c50f9b60fb2c94344ed84785946a88958c123f297ccf13425c7,male|T1,male,1,2015,2015-09-13,Serie A,2015/2016,684,529,155,0.2266081871345029,400,334,66,0.165
3825589,test,eb2f8369a305f21359d9871482b29e13d133893d70b75b6baaa4407178d0996b,male|T1,male,1,2015,2015-09-18,La Liga,2015/2016,749,547,202,0.2696929238985314,409,323,86,0.2102689486552567
3825595,test,ed7115f7d699b664c6ffc0d088f11d7d77462eddee8b6213a94cc5f886043ca9,male|T1,male,1,2015,2015-09-20,La Liga,2015/2016,766,528,238,0.3107049608355091,337,250,87,0.258160237388724
3878609,test,e2ebec03c4390c974b13b7e27a59d4e713e4639601b57f0a4a6d86d64b402cab,male|T1,male,1,2015,2015-09-20,Serie A,2015/2016,883,716,167,0.189127972819932,310,263,47,0.1516129032258064
3879546,test,ff3d695e938c185aee64e2e3d9e3a7746a827fb0794ceadd9ddae00cb9def282,male|T1,male,1,2015,2015-09-24,Serie A,2015/2016,963,763,200,0.2076843198338525,500,411,89,0.178
3754212,test,e1d04d7b330a572ea2b4cc959aaf92e7da78ecb6b98d5137bcc0867c38cf38ba,male|T1,male,1,2015,2015-09-26,Premier League,2015/2016,915,756,159,0.1737704918032787,441,369,72,0.1632653061224489
3754323,test,ef97d8d2eb446232c1bc4da1e4e2baa5a1a329ab204c4a9383d1a173de949561,male|T1,male,1,2015,2015-09-26,Premier League,2015/2016,808,640,168,0.2079207920792079,430,350,80,0.1860465116279069
3829490,test,e5f9bb91d1905fa6b50e197c625d19c2258d3fd2a054004d5a1e207a224dcc4a,male|T1,male,1,2015,2015-09-27,Ligue 1,2015/2016,893,695,198,0.2217245240761478,510,411,99,0.1941176470588235
3879550,test,edcf1dc9d7ee78415c52f9ac5ce66360a207c481a59486594cbdc2f7f94a0015,male|T1,male,1,2015,2015-09-27,Serie A,2015/2016,1128,989,139,0.1232269503546099,589,520,69,0.1171477079796264
3879557,test,f909fd87e92143a15f4618d3ba462a6dc6fcc55b273901cf3483783eb4c4b088,male|T1,male,1,2015,2015-10-03,Serie A,2015/2016,822,610,212,0.2579075425790754,449,358,91,0.2026726057906459
3829501,test,e864b16b770c0f54bc43e207ae93366280293a903ed40fdbb7dbfef957790fdf,male|T1,male,1,2015,2015-10-04,Ligue 1,2015/2016,886,698,188,0.2121896162528216,407,343,64,0.1572481572481572
3879563,test,e951295df3e2d2c2c1b614918afd3a21ccf6c45ce5877d0c2b1a60656238a8a3,male|T1,male,1,2015,2015-10-04,Serie A,2015/2016,773,595,178,0.2302716688227684,389,320,69,0.1773778920308483
3890330,test,e3ce425eeb8ea259dd97298ceedd439cd57cadc52779957b9ec0d1ebddb00067,male|T1,male,1,2015,2015-10-04,1. Bundesliga,2015/2016,869,632,237,0.2727272727272727,492,375,117,0.2378048780487804
3753999,test,f83801f1ba8b090c8899df8a387bc9f63eef3e65a460bf6dbd5963e164f279d5,male|T1,male,1,2015,2015-10-17,Premier League,2015/2016,933,758,175,0.187566988210075,535,450,85,0.1588785046728972
3754245,test,f2e132e7b901dedfff4a2a8e33456de1aaa4d136dffe90a38b519082f5274103,male|T1,male,1,2015,2015-10-17,Premier League,2015/2016,790,586,204,0.2582278481012658,320,242,78,0.24375
3825625,test,eff8fb2cc7c3bbc38ca6e7b558b6656b463fe8ecf2c0f6c57dfe7413fb2800cc,male|T1,male,1,2015,2015-10-17,La Liga,2015/2016,956,798,158,0.1652719665271966,442,375,67,0.1515837104072398
3829503,test,f8a663df9851da238cc7bea6f6936c8f316dbf721e919e939aaf79bd4aedcafe,male|T1,male,1,2015,2015-10-17,Ligue 1,2015/2016,920,742,178,0.1934782608695652,498,420,78,0.1566265060240964
3825633,test,ed876efe15c8e74e45e207f809b5ea5923ee42ca2782f83f3eeeb8f26c29577c,male|T1,male,1,2015,2015-10-23,La Liga,2015/2016,817,633,184,0.2252141982864137,360,280,80,0.2222222222222222
3829515,test,e876a739facad86048f50145a499481e0fe19f603627a88c163c9a2ba20ac753,male|T1,male,1,2015,2015-10-24,Ligue 1,2015/2016,976,757,219,0.2243852459016393,617,514,103,0.1669367909238249
3825640,test,e5343dbc01a80aba418dbc1fc2fa47d9dd74b0f7653816a0a7947e952337f8eb,male|T1,male,1,2015,2015-10-25,La Liga,2015/2016,690,461,229,0.3318840579710145,292,210,82,0.2808219178082192
3879583,test,f91968a33e571e79a8d1a8d5efd3aed74b714cd93d323f7c2a7d2ab7dcca7c90,male|T1,male,1,2015,2015-10-25,Serie A,2015/2016,935,734,201,0.2149732620320855,435,342,93,0.2137931034482758
3879585,test,ecd63af6cf38b66a88c548e04dd8ad2f87e07e38c85ca0bcefcb7802fb53d7e4,male|T1,male,1,2015,2015-10-25,Serie A,2015/2016,809,615,194,0.2398022249690976,342,283,59,0.1725146198830409
3879587,test,eb8c8afaa7b4617af5131b03379e67921597c7a71082141cf402684e5c2435d2,male|T1,male,1,2015,2015-10-27,Serie A,2015/2016,992,819,173,0.1743951612903226,472,394,78,0.1652542372881356
3879589,test,f5f7662df23dbfdb0fe5446cd999e3803a895799b0b680cccd15ea5bb3290de5,male|T1,male,1,2015,2015-10-28,Serie A,2015/2016,596,419,177,0.296979865771812,286,219,67,0.2342657342657342
3825645,test,fe72e29fd5fa8c999376109cc17e544e6586595811e8a9bb7c88969842e60a60,male|T1,male,1,2015,2015-10-31,La Liga,2015/2016,1036,845,191,0.1843629343629343,684,571,113,0.1652046783625731
3900494,test,f92f924cd926cacda71d156d7b36fd3000ea5b1cebd12002824a12c05d04c2ef,male|T1,male,1,2015,2015-10-31,Ligue 1,2015/2016,798,554,244,0.3057644110275689,466,348,118,0.2532188841201717
3900500,test,fb5aaded2d716d4477b1d959afc842147a2b528ce836124ce14a3494792edfca,male|T1,male,1,2015,2015-11-06,Ligue 1,2015/2016,1052,836,216,0.2053231939163498,655,547,108,0.1648854961832061
3900502,test,fcfd99c9e474a7255a711bb87346d6c0af33a966110da9e8f43fb9a3a266bc42,male|T1,male,1,2015,2015-11-07,Ligue 1,2015/2016,1007,844,163,0.1618669314796425,613,530,83,0.1353996737357259
3900505,test,ebb2bf95e2f35da6a5af13244046e2feb706fcc3d5eff75f86c343ababa0ed4a,male|T1,male,1,2015,2015-11-07,Ligue 1,2015/2016,763,538,225,0.2948885976408912,383,298,85,0.2219321148825065
3825659,test,fece2c28ce9eaeddc0635dc074b4f494bacfe71ebf019f2838527bb5c12f371d,male|T1,male,1,2015,2015-11-08,La Liga,2015/2016,634,434,200,0.3154574132492113,237,173,64,0.270042194092827
3879609,test,f5de2c6b274231f88acd1a98879d0754b06b183c05d4c53f2f71eecb68bc1ee2,male|T1,male,1,2015,2015-11-08,Serie A,2015/2016,857,648,209,0.2438739789964994,465,375,90,0.1935483870967742
3879615,test,fdd30c0abc16a0a1bb86e07d4cd7b9e268ed68a9dcd95e3de41095f6aaded588,male|T1,male,1,2015,2015-11-08,Serie A,2015/2016,849,625,224,0.2638398115429917,467,365,102,0.2184154175588865
3879616,test,e4f881e76d0c8c040bf7425ad57ea7f4d8edbc99e572fe42fbea53bbc53ed4c7,male|T1,male,1,2015,2015-11-08,Serie A,2015/2016,1035,854,181,0.1748792270531401,433,361,72,0.1662817551963048
3754185,test,ea742e6a1d2baa1c18acf81dbfe01651210252ddd9d23eca25a3e959276082d4,male|T1,male,1,2015,2015-11-21,Premier League,2015/2016,895,608,287,0.3206703910614525,444,331,113,0.2545045045045045
3754247,test,f92ac9ea68dbcc492528ffd00c9f8d775a1f87eadc468dc93ac5d56b7939dbbe,male|T1,male,1,2015,2015-11-21,Premier League,2015/2016,903,679,224,0.2480620155038759,477,374,103,0.2159329140461215
3825662,test,fddc0d1e7cdaca918c873e8eeffc4badc9b86c29c3871b34ee00113aa95355e8,male|T1,male,1,2015,2015-11-21,La Liga,2015/2016,787,575,212,0.2693773824650571,448,352,96,0.2142857142857142
3754028,test,f4049ea91562127168e9b7ab1bb4fc7f831579fd907a547f0575b196ed3fbfb9,male|T1,male,1,2015,2015-11-28,Premier League,2015/2016,848,673,175,0.2063679245283018,309,250,59,0.1909385113268608
3879628,test,f0d5f9d3e44682fae86f680cf5921de42238eb71744af0acd5d543c14800f940,male|T1,male,1,2015,2015-11-28,Serie A,2015/2016,864,666,198,0.2291666666666666,467,394,73,0.1563169164882226
3900521,test,f7dfcf7ef8688cbbf0e18cecadc5428d651be3a31400f41f3fe8c802ceb61c53,male|T1,male,1,2015,2015-11-28,Ligue 1,2015/2016,1098,919,179,0.163023679417122,620,532,88,0.1419354838709677
3900524,test,eb56269ec0a1bf4190047802906ef58dde6d01ef496880e43362182c643f0ff0,male|T1,male,1,2015,2015-11-28,Ligue 1,2015/2016,1043,822,221,0.211888782358581,633,523,110,0.1737756714060031
3754038,test,e6cb99f440f43b040c7f9f7a332ee61aa4a1358b11f28bff2154816b0f018cf7,male|T1,male,1,2015,2015-11-29,Premier League,2015/2016,1015,819,196,0.193103448275862,542,456,86,0.1586715867158671
3879633,test,fa3e05f7719d42c6d7ad3cd2da0603651e8edd473583ef8c3eb8b7680077524c,male|T1,male,1,2015,2015-11-29,Serie A,2015/2016,814,617,197,0.242014742014742,440,346,94,0.2136363636363636
3900540,test,ec9b376bbbdef2547134ddadb2fab9122d988ec82c7673a6fb357954b62ab09f,male|T1,male,1,2015,2015-12-04,Ligue 1,2015/2016,1149,987,162,0.1409921671018277,735,651,84,0.1142857142857142
3900541,test,fd6287a6967e3ffe914cc6372bb97769004efc42bc386d53fef4efaed2dc9a63,male|T1,male,1,2015,2015-12-05,Ligue 1,2015/2016,789,580,209,0.26489226869455,437,353,84,0.1922196796338672
3900545,test,f2cfe30601b46d994b4f5f4a77a2a434d4f962e5ddb6797400d7aa80e3cbd8d1,male|T1,male,1,2015,2015-12-05,Ligue 1,2015/2016,987,816,171,0.1732522796352583,568,488,80,0.1408450704225352
3754143,test,ebbe9e31231b3f8d0cceed09bc211dc8290ce5fc538ba6fc22455baed5125151,male|T1,male,1,2015,2015-12-06,Premier League,2015/2016,919,685,234,0.2546245919477693,497,386,111,0.2233400402414486
3879647,test,ebf814078d55e09ddbe92559dde3518a4d800ee526b630a398645d1849dda66b,male|T2,male,2,2015,2015-12-12,Serie A,2015/2016,756,563,193,0.2552910052910053,361,279,82,0.2271468144044321
3879651,test,f53fa4032776ac964c0275f76abd2da6bb094f26d82537a2627d0f5239d2ca12,male|T2,male,2,2015,2015-12-13,Serie A,2015/2016,1049,804,245,0.2335557673975214,503,417,86,0.1709741550695825
3879654,test,f5632a56547ce075fe07b41bfb19cbb7b62be063f8879ecabb30c6702d513427,male|T2,male,2,2015,2015-12-13,Serie A,2015/2016,820,585,235,0.2865853658536585,418,332,86,0.2057416267942583
3754219,test,ec66d3ad3b347a6832a405198512f318543f056585c17c43d78732f82f3d9c51,male|T2,male,2,2015,2015-12-19,Premier League,2015/2016,817,657,160,0.1958384332925336,453,390,63,0.1390728476821192
3825697,test,dfdd8b1317662c2d5f0b0cd5a36eb0c8a8f053f8aba0c4db76d75b036dcc511a,male|T2,male,2,2015,2015-12-19,La Liga,2015/2016,826,635,191,0.2312348668280871,421,334,87,0.2066508313539192
3754051,test,fac25ffaac166d3dd5b944319275623e0bd2784049965eb7a90c19f04f1c86dc,male|T2,male,2,2015,2015-12-20,Premier League,2015/2016,772,506,266,0.344559585492228,381,262,119,0.3123359580052493
3879661,test,f4af24faf67edbc34aabc9a3ef68d2d7458e256b853ea5903295182f6f7cb63d,male|T2,male,2,2015,2015-12-20,Serie A,2015/2016,969,766,203,0.2094943240454076,575,483,92,0.16
3754296,test,df1d6df415e3a6bf9cc43946e6f3b62629244a26aabe0d9ea6011f9920fd0ecb,male|T2,male,2,2015,2015-12-21,Premier League,2015/2016,1036,840,196,0.1891891891891892,544,453,91,0.1672794117647058
3754057,test,e7ac85e3d852daa9bfe6fcac1c32001b39e8eb79fd11807a38fa6428ca011a7f,male|T2,male,2,2015,2015-12-26,Premier League,2015/2016,862,656,206,0.2389791183294663,414,332,82,0.1980676328502415
3754279,test,eb8649ff9f34d5b6f80c779b5220fcd42fd0df8cdc0fbb203275ee7f1ee1de04,male|T2,male,2,2015,2015-12-26,Premier League,2015/2016,890,668,222,0.249438202247191,479,375,104,0.2171189979123173
3754309,test,e44a2adc8552f081dccf70a87a839427a0b3fc3bb4166c52f06ad3fc9ff1e733,male|T2,male,2,2015,2015-12-26,Premier League,2015/2016,847,681,166,0.1959858323494687,470,390,80,0.1702127659574468
3753998,test,f121c4ff4fd7858bd9272cc3669a55586de99833460b520cb8459ca56582fabc,male|T2,male,2,2015,2015-12-28,Premier League,2015/2016,772,572,200,0.2590673575129533,395,309,86,0.2177215189873417
3754195,test,e200739c03e6e40a91473d3848aadf42eb1eb86ab80fc2f6567ccc81045b1f2d,male|T2,male,2,2015,2015-12-28,Premier League,2015/2016,673,505,168,0.2496285289747399,376,293,83,0.2207446808510638
3825706,test,fcca5e6b976945ccc18ffc3be839289a22e5b79b40b0fbdbc636913815e4a326,male|T2,male,2,2015,2015-12-30,La Liga,2015/2016,901,669,232,0.2574916759156492,516,401,115,0.2228682170542635
3825709,test,ffda30a4f8167e4d27c25c18cb391e50c84ec4b9029fbe68492da8fdb8e0328c,male|T2,male,2,2015,2015-12-30,La Liga,2015/2016,955,773,182,0.1905759162303665,485,420,65,0.134020618556701
3825710,test,fb7fd2ea5a872b342813180f93f8d4e1f46fed58907d6e343372f67b82d18f4d,male|T2,male,2,2015,2015-12-30,La Liga,2015/2016,989,826,163,0.1648129423660262,492,417,75,0.1524390243902439
3825711,test,f6ac280cfbed92e674483bbd436df9c27d6a83ada7afc18eae93d647c01d4030,male|T2,male,2,2015,2015-12-30,La Liga,2015/2016,727,510,217,0.2984869325997249,355,269,86,0.2422535211267605
3825713,test,fcdcbc5936cd7bb93ab53bf9fec5a5d32eaee119a90525c0d7302a4a535d2743,male|T2,male,2,2015,2015-12-31,La Liga,2015/2016,788,618,170,0.215736040609137,391,316,75,0.1918158567774936
3825718,test,f79e9f86d9f3c29eb9cfd7f8175b6e3983368e6fbe28831897b105754ffa0911,male|T2,male,2,2016,2016-01-03,La Liga,2015/2016,939,793,146,0.1554845580404686,486,421,65,0.1337448559670782
3900570,test,f8dd362a25b885d2a23517884514dc1d64f8c651b0c4038e49addff25c9c5146,male|T2,male,2,2016,2016-01-08,Ligue 1,2015/2016,1148,981,167,0.1454703832752613,574,502,72,0.1254355400696864
3900577,test,ede9248f7da52631e84b079fb8b10e27989fe8c04f83e50fccea81d84003102d,male|T2,male,2,2016,2016-01-10,Ligue 1,2015/2016,865,691,174,0.2011560693641618,431,348,83,0.1925754060324826
3754004,test,f7505c8ce39848e6d8bf7baf53b1a49c81dff2ec452f9ca610f86a03923d3522,male|T2,male,2,2016,2016-01-16,Premier League,2015/2016,789,599,190,0.2408111533586818,408,339,69,0.1691176470588235
3825732,test,f05818b269e6d76c65490c3a27ad69495b78d8ed60b2b656dd11b3ce08dcce4b,male|T2,male,2,2016,2016-01-16,La Liga,2015/2016,869,630,239,0.2750287686996547,545,431,114,0.2091743119266055
3825737,test,e76874835040523ff50a5480dc9d8381a6ae00dc36fca8e55cc529c45dc94a2e,male|T2,male,2,2016,2016-01-17,La Liga,2015/2016,851,687,164,0.1927144535840188,464,392,72,0.1551724137931034
3879694,test,fa94cf0d7a1952ed3ca4a1ce860a6367ad5497f726dbca9645f4c742d00254fc,male|T2,male,2,2016,2016-01-17,Serie A,2015/2016,848,598,250,0.294811320754717,382,285,97,0.2539267015706806
3754179,test,fbf471620e094eb00dfb942d97fe1671bb4d5c9b4a0a85b8ffaa9572fd4f7c1f,male|T2,male,2,2016,2016-01-23,Premier League,2015/2016,821,615,206,0.2509135200974421,364,293,71,0.195054945054945
3900592,test,f9a5df67b0ccd8026d6a65feeb6bfef99921588537047c6ab06aeae5f188177b,male|T2,male,2,2016,2016-01-23,Ligue 1,2015/2016,969,722,247,0.2549019607843137,511,404,107,0.2093933463796477
3825748,test,fee6a6d6e4162b292a68b89b311a21b6edeebd53fcffe46b6bb212b1e172d0c9,male|T2,male,2,2016,2016-01-24,La Liga,2015/2016,773,561,212,0.2742561448900388,398,302,96,0.2412060301507537
3900605,test,f49d44d228b6649707f05be4465b261d7b9871aad39bc1328a10aa7d6303d052,male|T2,male,2,2016,2016-01-30,Ligue 1,2015/2016,841,631,210,0.2497027348394768,390,298,92,0.2358974358974359
3900614,test,faafaa73277a84404899ffb5e40f6a8d6e33fdcff94256b81b91674f776dba3d,male|T2,male,2,2016,2016-02-03,Ligue 1,2015/2016,851,640,211,0.2479435957696827,488,377,111,0.2274590163934426
3754316,test,e009b41fc3d94a9e294d198a7d035b289aec5d7c3887536c83b496fca4ecce27,male|T2,male,2,2016,2016-02-06,Premier League,2015/2016,954,731,223,0.2337526205450733,408,332,76,0.1862745098039215
3754281,test,f3df671bed49c6e199622c46300dc20cb91403853ace38449279f56848e507c0,male|T2,male,2,2016,2016-02-07,Premier League,2015/2016,817,640,177,0.2166462668298653,358,301,57,0.159217877094972
